2 68830 73100480 27692 2090562 71480 95223 1298 236 1207 844 1342 196 0.000000 720.000000 0.000000 0.973094 0 3 25216.871002
2 60011 64184728 21924 1764154 60555 80190 1729 197 977 463 960 179 0.000000 720.000000 0.000000 0.957601 0 3 25665.010839
2 132837 156369275 42356 2701536 156205 173739 1453 188 679 269 558 177 5.000000 584.000000 0.006954 0.983407 0 3 20649.317288
2 60878 67813074 30695 2081655 75191 90269 1275 175 816 467 854 177 12.000000 436.000000 0.016690 0.971837 0 3 18780.777041
2 11121 7024915 9823 1123900 12002 18952 1988 185 942 654 806 179 20.000000 439.000000 0.027816 0.809969 0 3 15712.455058
2 10133 4569957 10329 1495398 9020 16541 2998 252 894 515 967 286 18.000000 720.000000 0.025035 0.661861 0 4 16870.878239
2 41838 29400920 42969 18587867 46242 81406 3115 378 3205 845 1661 408 0.000000 720.000000 0.000000 0.923167 0 4 11251.018601
2 57929 53801745 42275 4252826 71091 96690 2887 530 3586 1164 2600 521 0.000000 720.000000 0.000000 0.936120 0 4 10670.888216
2 190536 210742261 108768 9012686 194542 296477 2803 493 4401 2055 3569 405 5.000000 720.000000 0.006954 0.981190 0 4 12175.187803
2 60987 41794851 48114 19977060 56806 85016 23448 451 3661 1701 2871 425 1.000000 720.000000 0.001391 0.564321 0 4 11014.774552
2 160692 169384702 99141 17113338 208887 243937 15841 755 4320 1719 3602 550 1.000000 720.000000 0.001391 0.877856 0 4 10185.031789
2 80781 87416503 51445 3972095 114847 130025 2190 404 3087 856 1905 407 5.000000 720.000000 0.006954 0.966792 0 4 11966.109378
2 78302 74260212 52140 4825144 81787 127459 2865 403 2828 1235 2786 390 2.000000 720.000000 0.002782 0.955168 0 4 13894.881313
2 285395 332018234 145469 9486381 396923 428829 2013 431 4157 1921 3972 342 7.000000 508.000000 0.009736 0.990605 0 4 11469.732135
2 316288 360078634 164796 12413243 442846 478930 2133 657 4223 2892 4894 375 17.000000 331.000000 0.023644 0.991089 0 4 11878.424909
2 314431 353477286 177822 13987655 404624 489029 2666 670 4218 2992 4635 571 6.000000 709.000000 0.008345 0.988035 0 4 11935.897953
2 149904 169586724 89154 5972012 215928 237206 1840 391 2288 1408 2230 406 6.000000 720.000000 0.008345 0.984556 0 3 18401.738708
2 20187 17262410 16049 1584280 19515 34109 2081 225 1577 416 918 221 9.000000 720.000000 0.012517 0.883872 0 4 14194.917888
2 307729 360865768 191126 11579705 417857 433466 65047 442 5025 1580 8369 384 19.000000 443.000000 0.026426 0.738529 0 4 25116.076422
2 257531 297924416 150420 9631196 356449 372213 35559 322 3937 1311 7088 293 17.000000 451.000000 0.023644 0.825231 0 4 24173.337399
2 29523 23734461 26876 3013841 24226 36931 19347 254 1801 422 1158 296 1.000000 720.000000 0.001391 0.311779 0 4 12033.052899
