2 1724 543544 1523 230550 479 2325 922 75 144 20 178 35 371.000 26.000 0.517 0.4321 0 3 11689.867
2 1500 390762 1298 242717 764 2048 750 62 168 28 169 51 385.000 23.000 0.538 0.4639 0 3 12365.452
2 1882 591688 1715 246944 694 2297 1300 86 199 30 196 40 327.000 45.000 0.455 0.2772 0 3 13745.019
2 1447 404177 1231 182845 401 1845 833 46 124 9 123 26 382.000 18.000 0.531 0.3779 0 3 11444.919
2 4339 814440 5863 6591231 852 9326 876 88 190 22 171 44 230.000 184.000 0.320 0.8283 0 3 13863.204
2 92365 98035989 62886 5818250 123328 152289 2875 389 3462 838 2684 359 2.000 626.000 0.003 0.9624 0 3 16457.042
2 78800 80408085 60350 5587784 111747 135744 2536 506 3301 969 3194 531 0.000 720.000 0.000 0.9573 0 3 16308.020
2 191498 222736369 101982 7490711 265870 290451 2921 424 2819 916 2895 406 4294967296.000 720.000 5973529.000 0.9797 0 3 15452.327
1 11977 12375079 9374 930663 17711 21153 198 65 192 109 420 128 399.000 31.000 0.560 0.9815 0 1 3944.517
1 13487 12100453 13999 1466588 21979 26052 554 268 585 209 1006 314 314.000 40.000 0.439 0.9277 0 1 3927.408
1 123414 148718027 57922 3744380 175453 180875 452 149 566 248 1203 201 115.000 405.000 0.162 0.9950 0 1 3624.600
1 18735 19848701 16134 1176861 29503 34645 208 36 2004 228 496 64 56.000 209.000 0.078 0.9876 0 1 149.873
1 15379 15013617 12587 1441000 22748 27646 312 44 1054 244 432 63 103.000 130.000 0.143 0.9774 0 1 141.362
1 12597 11366979 11093 972677 17468 23420 262 48 923 296 634 67 88.000 178.000 0.122 0.9775 0 1 143.962
1 1232 229814 1928 299778 1849 3045 110 26 143 158 478 38 188.000 352.000 0.262 0.9288 0 1 34.248
1 579 100846 1214 125219 655 1698 88 26 168 104 451 32 269.000 34.000 0.375 0.8979 0 1 35.294
1 725 243507 1345 132375 885 1947 111 35 165 101 501 35 264.000 27.000 0.370 0.8870 0 1 36.634
1 63906 71203242 37385 3400124 84929 99424 1848 146 695 110 871 124 30.000 496.000 0.042 0.9633 0 1 203.564
1 47428 53002213 26167 1888158 61151 72385 1198 123 1297 84 684 108 64.000 365.000 0.089 0.9673 0 1 204.203
1 14322 15069019 8424 1005107 18313 21361 1368 83 527 50 246 78 209.000 134.000 0.291 0.8790 0 1 2435.852
1 423 235326 509 84543 438 862 70 36 26 8 24 26 356.000 29.000 0.904 0.8498 0 1 6.663
1 3932 2847571 4093 613973 5024 7920 105 48 142 136 268 48 535.000 22.000 0.751 0.9738 0 1 35.930
1 10585 10652256 8544 774782 10400 19069 59 31 156 52 309 47 545.000 29.000 0.760 0.9938 0 1 431.792
1 1057 625677 1739 197074 1568 2671 118 31 177 97 554 31 233.000 38.000 0.325 0.9131 0 1 52.072
1 415 120071 1198 122388 728 1540 65 13 127 103 556 21 237.000 45.000 0.331 0.9144 0 1 39.334
1 283 62281 1065 107021 490 1301 45 5 131 93 508 15 271.000 18.000 0.377 0.9318 0 1 32.990
1 79 35408 131 19216 73 176 26 1 15 1 13 7 611.000 6.000 0.929 0.7143 0 1 1.535
1 1144 1311593 597 39110 1076 1687 46 3 7 6 14 11 454.000 27.000 0.897 0.9426 0 1 2.000
1 28 15269 95 10762 7 59 49 1 3 0 2 6 673.000 8.000 0.936 0.0813 0 1 0.817
1 177 52285 249 31507 65 361 50 10 6 4 16 12 572.000 8.000 0.902 0.7300 0 1 1.708
1 1181 1013038 1150 81328 1192 2220 84 7 15 10 28 16 543.000 19.000 0.792 0.9163 0 1 4.320
1 192 52815 269 39245 69 369 49 8 3 4 9 11 640.000 17.000 0.893 0.6941 0 1 0.817
2 1724 543544 1523 230550 479 2325 922 75 144 20 178 35 371.000 26.000 0.517 0.4321 0 3 11689.867
2 1500 390762 1298 242717 764 2048 750 62 168 28 169 51 385.000 23.000 0.538 0.4639 0 3 12365.452
2 1882 591688 1715 246944 694 2297 1300 86 199 30 196 40 327.000 45.000 0.455 0.2772 0 3 13745.019
2 1447 404177 1231 182845 401 1845 833 46 124 9 123 26 382.000 18.000 0.531 0.3779 0 3 11444.919
2 4339 814440 5863 6591231 852 9326 876 88 190 22 171 44 230.000 184.000 0.320 0.8283 0 3 13863.204
2 65687 94123875 46272 8667005 91912 109317 2551 471 2021 188 810 222 4294967296.000 719.000 5981848.500 0.9536 0 2 8171.940
2 25491 29882936 23716 2939971 34561 46959 2148 531 2329 318 1708 375 1.000 720.000 0.001 0.9107 0 2 9921.372
2 62037 82812083 49389 7108707 89443 108098 2215 571 2725 637 2531 387 1.000 720.000 0.001 0.9503 0 2 10341.871
2 72210 86929301 69015 12869070 106066 130116 8781 736 3508 1085 3586 519 4294967296.000 720.000 5973529.000 0.8592 0 2 11676.264
2 57818 68032428 48511 7010075 65561 101475 4515 688 2948 698 2159 559 0.000 720.000 0.000 0.9119 0 2 9972.515
2 27499 26507706 25366 13247559 21071 52462 403 188 645 288 625 97 159.000 391.000 0.222 0.9848 0 3 17009.313
2 41174 43142548 35391 3847025 31140 64178 12376 265 920 444 1259 171 17.000 454.000 0.024 0.6766 0 3 11283.383
2 34090 41459529 16879 1173870 26494 50693 181 90 253 139 427 60 70.000 115.000 0.097 0.9910 0 3 17135.086
2 15752 20067345 7162 818361 15854 22640 127 61 154 58 267 36 272.000 49.000 0.378 0.9825 0 2 18591.235
2 17820 23000124 10417 724122 22003 27933 252 84 212 106 288 51 263.000 97.000 0.366 0.9803 0 3 19704.454
2 267046 310969374 151005 11192332 361795 401033 16383 522 4539 1235 2341 837 4294967296.000 656.000 6557202.000 0.9201 0 3 3219.538
2 114590 91960398 110790 32979305 129727 207604 15526 1435 4582 2268 3922 3445 4294967296.000 656.000 6557202.000 0.8522 0 5 10617.833
